GatedFusionSegnet_T000,GatedFusionSegnet_T000+T050,GatedFusionSegnet_T050,rgbd_BayesianSegnet_SoftmaxMult,rgbd_BayesianSegnet_SoftmaxMult_tempScaling_T050
0.7397463719050089,0.7868588603124386,0.6595646639664968,0.7204220294952393,0.749537467956543
0.5411937463851202,0.7511202576683789,0.6835488989239648,0.5912426114082336,0.7366816401481628
0.3666783095825286,0.6668141120817603,0.5716832209201086,0.5428552627563477,0.6404445171356201
0.12072923495655968,0.1564434111663481,0.19164075737907774,0.1829163283109665,0.3412131369113922
0.23409029238280796,0.31168903810221976,0.28855676310403006,0.32856684923171997,0.48425912857055664
0.01444878171951998,0.012321612559168077,0.01803689676203898,0.005007202737033367,0.01894390396773815
0.8032733627728054,0.837701892707406,0.7606868346532186,0.7538565397262573,0.7838762998580933
0.40288001424347863,0.5032784549425314,0.4533882908155622,0.4464095462379711,0.536422299221158
